5232	12	1686
182	12	5313
6991	12	355
446	15	5389
5251	5	6143
6031	18	8534
7890	10	6071
3661	17	3741
1754	14	2756
7308	15	786
4177	16	4085
6471	19	2119
30	12	2265
1063	10	6653
1904	16	8031
7610	17	2462
6661	18	4551
1754	14	9
2718	10	4073
6221	12	190
6025	13	7894
1437	12	2979
280	19	5830
7621	10	5878
1925	7	1090
5470	10	7374
7641	15	1204
1830	12	6028
8209	16	2032
513	15	7942
2809	13	2183
3392	12	2740
3113	16	3795
2325	17	7592
379	19	7007
2659	16	3124
2818	11	8477
1659	16	159
6378	10	5554
3235	13	4495
6625	10	7113
5246	19	183
3173	12	190
7445	18	4106
5008	10	4863
821	8	4363
6121	14	8286
8636	12	554
1903	10	8566
6673	8	8630
67	11	4661
6618	17	6831
6811	13	4000
1779	12	243
788	12	31
3697	19	2677
995	9	8048
8591	11	8394
2719	13	4798
8588	12	4147
7969	9	3034
7811	10	7768
3517	18	772
5506	19	5826
7819	14	2053
7632	11	145
167	9	5400
7944	18	8639
2776	18	7114
632	13	3007
6928	10	6389
1856	16	6383
1837	16	407
3330	17	3922
2846	16	7362
162	14	3050
990	12	4588
7942	18	5932
637	13	7096
4191	5	4618
7396	17	8275
8659	17	1834
4442	12	483
5295	16	3192
2020	16	5748
3533	16	5302
8486	14	2216
2135	10	6021
7304	13	8288
2026	8	4781
6885	9	5098
2634	12	2183
7876	7	4432
8292	17	6868
821	10	1581
6209	10	3554
6583	10	2387
1876	10	218
6124	7	2798
205	7	205
5118	18	3899
3491	8	8511
1967	10	5949
2454	10	3320
2288	15	8504
3660	16	2776
3371	16	4912
2954	19	441
3066	12	6505
2705	7	5627
7718	13	5080
1002	12	1659
3620	17	5800
2605	13	6656
4289	16	1608
5132	16	3219
5295	16	1217
3844	13	2463
2188	19	6958
6596	4	2865
2256	10	2655
3943	19	837
5790	12	5950
1919	12	8076
5740	14	2239
7498	17	5207
5492	18	6276
2370	14	7338
2031	12	6916
3250	17	2655
3392	12	8076
2215	14	5972
2410	17	5918
2772	19	6701
2300	16	5053
5668	10	1531
714	12	2916
845	7	6876
3186	14	5295
8164	16	5350
2891	19	2849
3113	0	1505
3460	17	713
8042	12	4006
288	19	4872
8394	12	2183
8214	5	2368
4442	12	6276
968	9	2718
5354	15	2837
6671	18	5615
1676	16	5556
7189	14	5541
2731	13	170
5113	10	4107
5280	12	4957
3816	5	6693
1008	18	7622
2180	12	4921
6938	15	373
7907	5	3786
202	16	2020
3726	13	1299
6596	14	4870
370	16	7504
1928	12	6376
690	14	7329
7046	12	3427
5424	7	992
3319	19	3867
1543	10	7059
6554	18	2279
341	14	830
4313	13	536
5869	19	2079
5534	16	457
4711	13	3007
3	12	1421
7017	17	3910
4013	12	6134
7932	17	1525
447	19	4795
1925	15	6187
201	18	115
1193	4	4580
1117	10	5611
1583	12	240
3356	16	5913
3122	12	3341
3817	18	2409
600	7	8504
6213	9	6529
146	16	7759
1589	7	8482
9	16	3462
2591	19	2361
6786	11	2977
4858	7	2846
8212	10	1131
281	11	1038
3942	14	5206
5274	12	6276
719	12	6382
1248	16	2354
3157	14	315
7527	7	7527
3124	10	2781
5673	7	3764
5066	7	4236
8227	10	8409
4252	17	6804
526	11	6953
7242	12	7140
8488	10	2257
3878	18	7180
690	15	80
5626	7	5626
7796	15	7270
5652	16	8662
8053	16	3116
487	7	8437
2714	16	2265
5771	12	2916
1482	10	7046
4541	12	8237
3674	12	5452
5439	15	8208
7405	14	7771
5722	16	4247
5389	18	6471
3407	10	202
1579	5	5273
5524	15	8306
2798	8	230
7449	16	3590
1720	12	4368
3802	10	4035
2312	15	684
7088	19	4019
5108	10	7995
3308	4	5460
7000	10	4810
6460	4	852
827	14	1586
2673	16	7456
3890	16	5739
5952	15	7942
6470	12	4234
100	15	3413
7610	18	6320
5179	12	3217
4442	14	2402
7801	18	6275
5444	16	3590
1834	13	5685
2846	9	3826
7046	12	6646
7670	10	2073
3181	5	3250
1014	12	3620
7060	18	5161
4019	16	4947
3216	10	5739
2701	19	3796
1540	7	6738
5492	18	2463
6521	18	7521
1602	10	4074
8032	17	536
2825	12	3212
8393	12	5646
2573	12	6606
1241	7	1241
72	16	3590
396	10	330
3356	17	274
3323	15	7632
6951	16	2807
8642	18	4551
8652	7	7783
4344	8	4222
6390	15	2641
8400	10	4618
5521	15	4377
526	7	526
7043	12	1996
3482	17	1052
6104	19	837
7833	9	3364
8039	15	2032
6816	16	3948
8432	8	126
7773	14	1586
6664	12	4921
921	13	2053
5507	9	2409
5008	10	1612
2919	10	6090
1001	15	5445
613	17	7238
8550	18	5886
8172	15	7403
6605	14	5962
7783	7	8621
6702	14	7171
1110	19	2123
6064	18	1249
8286	14	7389
294	7	7756
3289	12	8521
1886	7	2534
4030	12	2768
5228	19	7966
4494	13	1385
6119	16	4825
5231	12	5660
1322	7	8539
3157	15	3497
980	14	2073
821	4	9
7907	10	5949
5091	12	6916
7547	4	3000
3001	13	3912
3291	7	3384
5743	16	1176
8190	10	5606
5777	17	7456
1987	12	7523
5262	11	4124
6862	16	7652
4871	15	6197
980	12	5007
2178	18	5913
3289	12	2916
8284	17	7328
2300	12	6825
7357	19	5128
1307	11	5445
4498	9	199
338	17	3879
224	15	5455
6605	9	3890
2982	10	5949
8522	12	5155
6857	12	8032
2744	18	1903
5038	12	7504
614	13	8003
4717	13	232
1080	10	6829
7000	10	5665
6433	8	1946
1479	10	4073
1138	17	4103
4509	15	972
1152	13	7218
8208	15	107
557	9	4728
4180	17	1811
8209	18	8500
1244	16	1685
628	10	2576
341	14	1586
6551	11	5179
3436	15	5445
1437	12	4019
7175	19	5375
3783	12	6365
4442	12	3526
2199	17	8031
5318	13	1726
2266	13	6130
2401	16	1375
2880	13	3365
1045	18	2262
7632	11	3483
440	14	7171
8534	12	5210
599	10	2165
3382	19	8651
3045	13	3007
6209	14	5611
1743	14	7539
8330	18	993
7266	9	827
4140	19	2005
5132	10	1951
2510	18	2882
3468	4	5918
68	17	7210
7118	19	5375
3235	13	3169
4413	17	8513
5120	11	5231
364	10	6397
3251	16	7413
7583	16	8076
2014	15	1168
2699	16	1661
4579	10	127
1535	15	2905
2880	12	5727
5425	18	6768
1011	16	6014
8053	18	6547
4563	16	5547
5952	14	3289
8209	15	8500
7742	17	6884
1082	9	1062
8333	12	5155
8467	16	8575
6832	19	7965
4982	9	6026
4871	11	2398
3978	4	1781
2655	16	6280
7828	12	1343
8516	7	2493
5091	12	3684
4754	12	8521
2534	13	2053
1455	16	8621
3619	9	1333
230	12	598
1008	12	3169
5112	19	2452
7721	12	3500
257	18	3939
1248	14	3309
84	8	7043
7400	5	199
2851	9	7629
3667	14	830
2358	10	3940
7547	9	455
3581	13	1682
4754	12	2916
8666	4	2753
1283	12	3169
2333	12	5200
2253	12	6693
5568	5	7338
6832	19	3298
4024	16	3949
6757	12	4106
4525	12	1517
341	11	374
8212	12	3037
1869	18	7864
5226	12	3014
6679	9	4952
8208	11	1031
3854	12	1735
8533	18	616
3157	18	2975
2205	10	3430
782	9	972
7094	19	4803
3053	10	5295
7489	12	2911
1249	18	4630
1507	15	7508
8053	18	8463
7207	17	2542
1347	17	7167
6378	11	374
5368	13	5649
729	14	1393
5405	8	4996
4110	10	7934
6297	12	5186
281	9	3802
6393	5	2997
2108	14	6911
205	14	4520
4492	10	2371
6714	18	7610
5129	12	431
3289	12	7238
1494	16	3500
5140	13	1759
3441	16	6457
5895	16	8541
845	13	86
1815	12	5085
7547	14	230
5918	16	4805
2572	8	5197
100	14	809
1323	12	5620
8433	10	3219
8486	16	2807
2312	9	5696
4330	10	1508
3655	10	5606
2117	10	8280
1709	7	1709
1507	9	8562
4609	19	2873
1435	10	426
6991	12	8588
1101	17	7456
1183	10	6181
996	13	7204
6174	12	2446
1200	18	2807
1881	10	3813
2920	12	5011
4420	19	6365
4240	17	2239
1071	16	5523
4729	19	3602
8264	8	2368
1394	18	993
2776	18	7936
5782	14	8181
566	10	4160
8132	16	1759
6167	19	6186
1283	12	2382
2076	10	619
2645	4	622
7606	10	1546
2905	10	5949
8093	16	4795
600	4	5360
5932	14	4566
1435	10	1610
4754	12	240
6244	14	4794
5108	12	4162
8374	13	170
5215	17	4122
3164	11	8276
3756	10	54
821	14	5987
7508	18	1209
8441	9	864
3509	15	2816
6485	12	5131
1874	11	7365
2484	10	6599
997	5	351
8275	13	2366
2032	5	1423
5035	11	4124
4148	12	2449
8230	14	2786
6767	12	4566
7362	16	2843
5749	9	7515
827	18	6584
7914	18	3987
3142	7	3142
2490	10	7930
1732	17	5124
7333	12	5933
6032	17	4587
1394	18	4875
2471	15	5166
8247	18	4068
7224	16	1996
6624	14	3875
5932	12	1766
4787	14	1854
6122	19	7504
3291	7	7937
384	17	3620
127	16	3701
5684	19	2849
5405	14	7012
1055	17	2827
724	14	2053
2767	12	4073
2544	12	3219
6214	9	3890
3770	12	4441
100	14	5520
1473	19	6284
3706	17	1248
73	19	5124
1586	12	3500
8137	5	2855
5003	13	5611
8334	9	2996
1649	10	8032
6383	17	1301
2884	12	5646
6214	13	4778
3660	9	2776
1265	18	1308
981	10	1546
8053	18	5823
7762	9	1830
5061	7	5061
848	10	3107
7697	12	8060
2865	16	1391
5668	11	7769
698	9	3701
2966	12	6382
976	10	998
6073	13	2892
5251	12	4805
304	18	477
100	12	7822
3124	12	1784
3896	8	6698
4502	10	7812
2312	9	777
5999	17	7391
1139	9	816
5354	18	6471
4834	8	5541
1159	12	5124
5492	18	2080
51	16	2071
4547	12	1299
2655	16	6134
5017	15	4536
4717	13	1567
8031	14	952
5534	13	3089
239	19	8439
2919	17	6090
6451	17	377
3792	9	6026
5991	11	5497
3481	12	7063
6614	12	5669
3622	10	2346
7140	17	536
2418	14	6615
6055	16	6414
813	19	3283
2205	12	2183
3532	14	692
8441	17	713
304	12	31
5509	12	6693
6549	10	5011
3811	14	6549
532	5	230
1711	16	5187
5318	10	4153
7632	13	8449
5075	12	8237
1315	16	6570
2798	9	4856
3909	12	1682
4923	10	7477
1285	16	6825
5542	12	4011
7594	19	5763
7610	18	7864
396	10	691
7885	9	8655
3614	12	6916
6596	10	2822
4156	9	2025
1973	10	1581
6579	14	8207
3692	11	2641
7524	17	5124
3392	12	6577
8516	10	5949
4307	12	4218
7415	14	4805
7876	9	3960
5906	8	5541
6625	17	713
8467	15	5913
6375	10	943
2315	8	5063
2561	18	5695
788	12	5161
4371	10	316
2354	17	638
6571	12	316
6942	17	5846
845	10	5611
5446	19	2499
196	10	8223
500	18	6692
4794	10	1398
5094	10	2708
7101	15	4536
8269	14	4805
187	12	1611
4019	16	3578
5875	12	2842
1265	18	7963
8209	9	3469
1265	18	6683
7580	16	619
6599	16	6090
7338	16	5748
5524	15	2949
4484	18	6471
3114	9	4030
5510	10	6085
2211	16	4062
187	10	2475
1530	19	4957
5589	18	8597
6174	10	6362
1263	17	3767
7221	13	2889
6149	19	2547
3264	10	8300
5232	12	4749
6997	15	2032
3940	10	5344
4729	19	6261
3181	5	2427
7537	17	3705
4112	16	1130
3667	10	1581
5625	14	5554
2173	12	6825
7756	15	294
8539	11	3035
2851	5	3876
1731	17	3547
2905	12	797
8177	13	2979
3880	14	4073
1527	17	3863
2919	10	850
2484	11	5355
6948	9	5212
1504	13	2331
7835	10	127
1651	12	190
6618	16	3251
1200	17	6835
181	16	697
4617	14	3200
5772	18	8465
1898	7	8507
7580	16	4182
947	10	7413
2536	18	2342
6009	9	6120
1482	10	7204
5875	13	250
8621	8	3521
5354	8	6171
73	19	3430
3469	17	2111
8652	16	2659
7884	8	5962
5091	12	5161
3871	8	3740
5398	16	6387
6221	12	3500
3481	12	202
1011	16	2165
2273	18	6601
1923	19	7504
3858	10	7046
1089	10	1131
3461	7	6209
5976	12	8560
2151	7	5674
7139	18	2341
5568	9	2287
3861	17	1818
1349	17	7575
1364	10	2919
237	12	7284
5933	17	5819
5445	12	2346
8207	16	6099
2471	15	2702
7352	8	7674
2026	10	3134
3	12	603
5246	19	7617
4454	11	1990
7621	12	3023
6816	16	2831
3667	9	8042
8393	12	6693
1558	12	4073
7000	10	330
6685	10	619
1727	8	8073
6316	18	255
6383	16	1311
7842	17	4803
8582	9	6174
3436	15	3803
5594	7	575
4889	10	5313
4346	7	1482
4871	17	1371
1240	19	8063
3291	7	8482
5541	14	6225
3850	12	3765
1848	4	558
990	14	8462
2387	16	7723
997	14	2133
4322	12	3734
5999	15	574
9	16	1212
0	10	3620
600	4	1263
8300	12	2626
1937	9	2054
6341	17	3867
5825	13	5794
2798	15	6391
1971	10	8541
6554	18	8032
4797	11	6162
7390	13	4436
4258	7	8441
2305	10	1508
8169	10	4160
8286	12	619
6378	10	3263
3392	12	6916
6316	18	8382
2894	19	5432
4385	16	5067
6554	12	5888
5857	17	100
6311	16	5748
187	10	7716
711	18	1401
5405	9	8427
3235	13	2013
6571	12	3906
5492	18	2175
5507	13	4810
5044	7	988
7903	18	5913
4333	8	73
3322	17	236
6221	12	6234
6747	12	353
2321	10	6507
2544	10	5660
6209	14	572
7358	7	7358
5896	5	5804
6632	10	518
3235	13	1656
5892	14	4318
2654	4	8311
7479	18	1167
8108	14	6280
3745	13	3807
8463	14	4073
3550	15	4104
5350	14	8522
374	11	5445
151	10	1612
6754	10	4394
753	18	7516
5399	7	2814
1888	16	3517
1008	12	2013
1071	16	1682
7450	14	8251
2304	16	2449
5389	16	8408
7547	5	8448
4418	18	2847
379	19	4338
8363	18	7828
5148	17	6606
6078	9	7547
2032	12	6171
1394	14	1771
280	19	5002
4257	14	5945
1283	12	2013
91	11	847
359	5	140
4812	12	3000
7532	18	5643
8300	12	5646
8276	16	8621
689	12	6280
3197	10	7932
6120	4	8308
4019	16	3867
3598	18	2155
4303	12	285
2014	7	8659
4385	16	8438
8363	18	7236
6369	12	4423
4552	12	2916
706	12	8265
5595	19	5016
377	15	7628
5521	9	8344
4397	14	2760
2180	12	6693
4729	19	6090
6278	9	4754
3124	10	6090
713	15	6046
8212	13	6276
100	12	6916
3095	16	5770
6056	5	2855
4138	12	1210
4509	13	2630
6174	12	5293
7729	7	7729
6596	14	1493
8209	15	7840
8069	10	4849
3171	9	6336
5280	12	8522
7110	7	8338
831	12	3408
3385	7	3385
3469	8	3289
7553	15	3945
2514	13	5809
6028	16	6698
5231	10	2059
8486	10	4830
4153	10	1594
3905	13	504
7296	18	3412
241	10	2916
4190	11	857
8321	10	4002
592	16	127
2471	15	2971
2807	12	4966
5371	12	5327
2524	13	7045
6885	10	2257
2876	11	341
1789	18	6854
8109	8	7615
3708	10	661
4625	10	5523
4977	16	8280
3199	11	8357
5758	17	1982
625	5	199
5554	16	6090
3080	14	2402
6589	14	6693
6486	13	7113
6589	12	190
2545	17	7238
4871	13	8300
6203	13	2185
3061	12	536
7371	18	7699
3524	17	7592
5678	18	5092
8652	7	8652
7621	18	2945
2702	12	5554
3858	10	7985
7471	12	5452
690	10	7374
4453	10	5378
2846	9	8394
924	12	2723
2312	9	6325
5916	15	3119
7692	16	2981
5138	17	3815
8042	12	4019
2370	11	6834
2846	14	8552
1396	17	5124
3875	16	1267
3509	5	4446
5997	7	487
3642	13	3251
2026	10	8308
5354	15	6768
5723	7	5723
2655	16	4777
4208	12	4423
2601	13	33
799	12	1839
7182	14	4674
5017	16	3469
5026	4	667
6273	12	8308
3619	7	8504
6209	10	7166
7231	10	7224
1884	8	8073
5170	16	6632
1240	19	242
8119	8	4073
5079	13	797
7632	15	3029
6038	9	7972
6722	14	1586
5568	9	6129
239	19	7413
2665	18	7862
281	11	2577
1226	5	4318
4226	13	3320
4193	19	7867
7890	10	3685
714	12	4992
6312	17	5501
7594	19	7413
7829	10	3053
6433	10	7674
5836	15	457
4153	16	3875
1149	19	3391
1494	16	3949
7114	19	4798
985	9	7182
5932	12	930
840	17	6032
3614	12	355
600	9	8171
3122	12	2677
821	11	729
4397	12	1839
7547	14	4767
4096	14	3786
5407	7	5407
6932	14	1102
4714	17	1666
1394	5	6533
1635	12	3798
6428	10	4618
797	16	725
1869	18	2687
739	12	1791
1311	17	6924
5960	12	4566
2534	10	5611
6055	16	2907
1635	10	4785
7610	18	3674
6195	7	7835
7333	12	1839
277	17	7001
3206	19	6186
5117	14	3107
7632	14	140
7396	13	2366
7354	10	270
896	10	4810
1755	18	7333
905	18	5269
694	13	5556
3216	12	4749
7177	13	8449
2273	12	2655
7497	14	315
1093	8	6600
1755	18	7086
2980	9	5261
5448	9	1960
7590	10	3256
6120	4	4566
905	18	2664
4346	16	5120
6428	10	4069
8577	7	2798
1763	8	3007
7635	10	2745
7610	18	615
6529	12	4749
8029	4	6577
3625	5	4153
1046	17	6731
3385	11	8256
4131	16	4594
6235	17	8112
990	12	6594
3826	18	7864
7110	10	2745
1052	10	7166
8233	11	4911
6671	16	5663
7978	18	7060
4618	14	2919
788	10	31
3228	5	3200
2435	15	1464
945	13	3251
1283	10	1393
6741	15	4871
5368	4	3711
5222	17	6193
2218	19	1460
1142	16	7478
8580	9	570
2215	13	1784
5914	19	6276
1834	13	6407
4613	18	5364
3124	12	5800
6605	16	5438
8539	13	8566
1386	10	9
7939	9	6285
8293	12	7284
8053	18	3433
5246	19	619
1485	16	8588
807	11	5651
5534	9	3929
3835	17	5792
6571	10	705
5371	13	2085
5643	12	8182
7114	19	2650
348	10	1514
5376	14	7329
3167	16	6134
666	10	240
2312	9	711
7842	16	3204
5952	13	1987
5579	18	8138
1578	12	2446
2888	17	1753
5402	15	967
317	11	6050
5790	14	2402
2201	17	6630
4438	13	6867
5164	10	6483
7450	14	31
3314	16	5432
1437	12	2768
6446	16	7403
7547	8	2764
2508	13	4588
7283	12	4963
7895	17	8541
5510	8	268
3660	8	6090
6710	9	2484
341	11	8394
2910	12	4565
5568	15	8619
3020	17	7695
7638	9	4636
3210	15	2985
2312	9	4282
1273	15	2330
7801	18	8562
4257	12	6734
739	18	1791
5229	5	3200
3207	10	6600
3810	17	4612
1455	16	8467
1692	19	6431
7480	19	6266
5438	13	6351
5411	16	1210
1379	17	5095
6994	9	4845
6273	12	4566
4191	14	2368
1620	17	3703
6638	10	1356
6378	11	8394
6290	8	8381
3288	10	3457
1548	13	7918
7175	14	4810
3392	12	355
499	17	341
2285	10	7046
576	7	576
7916	19	6929
1052	17	3929
5246	19	4158
6846	9	8082
7721	12	2916
7094	19	23
1944	14	31
8486	16	1308
3109	11	4110
7494	10	6985
7365	12	2327
7431	14	2916
813	19	1519
2597	10	218
1435	13	2135
6938	9	6573
881	17	7994
7905	18	5075
3876	12	1210
2871	9	1583
7204	16	5611
3562	14	4989
4281	4	4805
3062	18	7333
8652	9	2659
7358	4	797
2468	17	210
2699	16	7253
5355	7	5355
3076	17	3486
6831	16	7063
4015	7	8099
5952	11	6885
8175	11	3231
3460	10	3250
5893	18	7864
3674	12	1081
8133	16	8076
3109	7	6876
984	12	8305
1928	16	896
724	16	5534
7204	16	4804
6950	12	4566
2064	4	2440
4531	16	3089
1763	8	2889
8375	19	154
3436	9	4754
1139	4	8308
2860	11	5655
8577	10	4563
4236	8	4478
4422	17	8661
1958	13	5611
5722	10	1819
3297	12	4974
196	16	3907
434	17	7204
8202	17	1095
3701	16	2373
6626	10	5962
8109	15	5593
6887	12	2746
3080	12	4011
7942	12	4793
2484	13	4618
4353	17	5538
7977	15	5274
5052	16	6714
4371	10	7461
2654	13	3452
7508	12	4749
100	15	2398
8230	8	3753
2052	7	7773
5052	18	6040
8651	16	2168
3392	12	2911
8591	14	6221
4502	9	1607
8604	16	6446
7287	5	4790
6318	18	115
8666	13	3981
4255	12	4182
1226	5	3200
4400	19	8055
6942	17	4601
4606	14	8073
2950	9	3465
5201	19	2079
3384	13	1267
7095	12	854
6073	13	8449
2901	11	3124
7912	9	5445
2783	5	73
7944	18	4409
5790	10	289
255	12	7267
5712	12	3443
3746	12	4945
7905	9	2409
6186	10	8628
4868	12	5447
2418	11	5682
8247	18	2521
7162	14	5945
2173	14	4035
2151	16	1789
7211	12	2930
4175	10	2073
8363	18	8037
4660	12	3500
4882	17	6387
1149	19	7504
1358	17	3922
1285	16	40
7801	5	4042
4621	12	5498
7242	10	3628
1008	12	3084
1447	16	33
922	15	7316
3126	10	4683
3157	12	1818
1494	16	4455
6445	14	5736
7890	13	3731
5034	13	4006
2655	16	4416
5652	16	7478
7050	13	6816
1760	13	3007
1881	10	105
142	14	3002
61	10	3251
275	16	373
2430	8	7598
5044	16	6460
7048	13	4112
4255	18	3622
8491	12	558
845	13	4531
2402	16	2387
1763	10	943
729	12	2446
2899	16	5695
8575	16	8314
6750	17	3449
1652	13	5905
5534	14	7012
6775	10	5911
2321	16	5216
5438	10	400
2066	13	386
8038	9	8104
6028	16	6856
179	17	1327
352	14	1079
8575	18	1802
4024	16	6201
348	5	5962
7249	14	933
5577	10	3053
5231	12	2118
1972	17	6731
3155	15	6209
8576	8	3845
2701	19	1759
2798	9	633
1473	19	6778
6082	12	7267
2668	9	5445
2978	17	5982
2026	10	3377
2173	8	5950
5384	11	6573
4021	10	4618
3562	15	7316
7755	16	4708
1829	13	386
1840	12	5739
4255	14	4839
2894	19	5716
3858	10	4331
3909	8	3875
2253	12	6825
7610	18	4754
2236	12	4958
7463	18	6820
3810	13	6237
2253	12	3988
8209	11	3025
1807	10	2257
510	12	3217
6378	8	6173
7594	19	6622
7031	15	4625
5561	13	386
1856	10	5641
2549	13	594
2534	10	1221
5071	19	5128
6726	16	115
1692	19	5124
4442	10	2691
513	14	190
84	10	2781
4918	11	8429
1301	10	7415
5842	17	1443
6773	16	6446
2945	12	5237
4236	10	7272
2798	5	5554
2232	18	6789
2632	16	816
6297	12	5237
8464	11	1904
907	12	658
101	10	4647
3945	17	7391
6804	5	8198
837	16	3016
768	15	2125
1991	10	6171
5322	19	2005
4768	12	4019
5658	19	7867
7189	14	2248
1727	10	306
2568	9	633
3359	9	867
5556	12	1673
6214	4	3500
7278	9	8441
3883	4	2865
6209	14	866
8467	14	8251
1491	12	4006
8273	14	2990
591	14	7030
281	15	8572
7861	16	4024
2968	13	4525
3763	15	8275
6642	16	6622
6653	16	1685
7606	14	4035
6375	9	8394
6433	14	5516
7147	19	97
6073	17	6368
1333	14	8055
1651	12	3500
336	7	4814
2370	10	1581
5246	19	4271
690	10	719
1923	19	6377
1960	14	3441
7622	19	3430
6762	16	4241
4531	16	77
5862	19	6613
8099	7	2430
7379	16	3424
4693	13	3685
4442	5	1918
3450	17	6193
4110	7	845
5086	10	1819
5868	12	8509
3210	18	5117
7144	16	224
1152	13	1544
3289	12	330
1507	9	6950
5626	11	8652
3242	10	5411
4412	10	4517
8276	10	1597
2545	16	3320
6491	17	4255
2160	19	7343
5364	12	6734
1694	17	5641
30	12	1658
1099	15	4124
5805	18	1713
5753	15	4470
6932	14	3836
7988	17	7101
1267	16	6021
893	14	1493
6221	12	3115
1572	10	240
5180	13	2828
3289	12	3341
9	16	2756
8210	12	7063
4394	12	3077
6857	12	6992
873	5	7161
8504	10	4803
1707	16	3590
3360	10	2813
2980	10	3940
6020	11	3435
6888	19	3194
65	14	3786
3486	4	5918
377	12	8404
8053	18	3911
8662	17	2361
921	13	5685
3745	13	1544
306	14	2346
5038	12	6698
7620	18	5644
3352	19	5638
3849	12	3205
741	19	4716
7076	12	355
837	10	6829
2435	9	5706
359	16	1479
2798	7	4625
4752	10	7674
831	13	7409
3647	9	2124
5288	8	440
1480	17	4509
771	12	3449
6624	12	4147
458	12	4011
3864	13	2085
2162	17	3125
2260	12	3704
5534	7	352
6544	12	5161
4874	19	4959
3789	17	1525
4859	19	6577
7278	5	2774
6213	11	7769
3667	11	8394
591	15	4738
7357	19	3669
1831	13	6408
7308	7	7308
5354	15	1283
5993	13	3875
1093	13	1544
1012	17	6426
6902	18	2725
4230	12	3212
5782	5	3734
1455	15	8575
